id,type,name,elevation_ft,municipality,gps_code,iata_code,local_code,latitude,longitude,state_code
KSMN,medium_airport,Lemhi County Airport,4043.0,Salmon,KSMN,SMN,SMN, 45.1237983704,-113.880996704,ID
KSMO,small_airport,Santa Monica Municipal Airport,177.0,Santa Monica,KSMO,SMO,SMO, 34.015800476100004,-118.450996399,CA
KSMS,small_airport,Sumter Airport,182.0,Sumter,KSMS,SUM,SMS, 33.994998931885,-80.361297607422,SC
KSMX,medium_airport,Santa Maria Pub/Capt G Allan Hancock Field,261.0,Santa Maria,KSMX,SMX,SMX, 34.89889908,-120.4570007,CA
KSNA,large_airport,John Wayne Airport-Orange County Airport,56.0,Santa Ana,KSNA,SNA,SNA, 33.67570114,-117.8679962,CA
KSNK,small_airport,Winston Field,2430.0,Snyder,KSNK,SNK,SNK, 32.69340133667,-100.94999694824,TX
KSNL,small_airport,Shawnee Regional Airport,1073.0,Shawnee,KSNL,SNL,SNL, 35.357898712158,-96.942802429199,OK
KSNS,medium_airport,Salinas Municipal Airport,85.0,Salinas,KSNS,SNS,SNS, 36.662799835205,-121.60600280762,CA
KSNY,medium_airport,Sidney Municipal-Lloyd W Carr Field,4313.0,Sidney,KSNY,SNY,SNY, 41.10129929,-102.9850006,NE
KSOP,small_airport,Moore County Airport,455.0,Pinehurst/Southern Pines,KSOP,SOP,SOP, 35.23740005,-79.3911972,NC
KSOW,small_airport,Show Low Regional Airport,6415.0,Show Low,KSOW,SOW,SOW, 34.265499115,-110.005996704,AZ
KSPA,small_airport,Spartanburg Downtown Memorial Airport,801.0,Spartanburg,KSPA,SPA,SPA, 34.915699005127,-81.956497192383,SC
KSPF,small_airport,Black Hills Airport-Clyde Ice Field,3931.0,Spearfish,KSPF,SPF,SPF, 44.48030090332,-103.78299713135,SD
KSPG,small_airport,Albert Whitted Airport,7.0,St Petersburg,KSPG,SPG,SPG, 27.7651,-82.626999,FL
KSPI,large_airport,Abraham Lincoln Capital Airport,598.0,Springfield,KSPI,SPI,SPI, 39.84410095,-89.67790222,IL
KSPS,large_airport,Sheppard Air Force Base-Wichita Falls Municipal Airport,1019.0,Wichita Falls,KSPS,SPS,SPS, 33.9888,-98.491898,TX
KSPW,small_airport,Spencer Municipal Airport,1339.0,Spencer,KSPW,SPW,SPW, 43.165500640869,-95.202796936035,IA
KSPX,closed,Houston Gulf Airport,20.0,Houston,KSPX,SPX,SPX, 29.50830078125,-95.051399230957,TX
KSQI,small_airport,Whiteside County Airport-Joseph H Bittorf Field,648.0,Sterling/Rockfalls,KSQI,SQI,SQI, 41.74280167,-89.67630005,IL
KSQL,small_airport,San Carlos Airport,5.0,San Carlos,KSQL,SQL,SQL, 37.511901855469,-122.25,CA
KSRQ,large_airport,Sarasota Bradenton International Airport,30.0,Sarasota/Bradenton,KSRQ,SRQ,SRQ, 27.39539909362793,-82.55439758300781,FL
KSRR,medium_airport,Sierra Blanca Regional Airport,6814.0,Ruidoso,KSRR,RUI,SRR, 33.462799072266,-105.53500366211,NM
KSSC,large_airport,Shaw Air Force Base,241.0,Sumter,KSSC,SSC,SSC, 33.97269821,-80.47059631,SC
KSSF,medium_airport,Stinson Municipal Airport,577.0,San Antonio,KSSF,SSF,SSF, 29.336999893188,-98.471099853516,TX
KSSI,medium_airport,Malcolm McKinnon Airport,19.0,Brunswick,KSSI,SSI,SSI, 31.15180016,-81.39129639,GA
KSTC,medium_airport,St Cloud Regional Airport,1031.0,St Cloud,KSTC,STC,STC, 45.546600341796875,-94.05989837646484,MN
KSTE,small_airport,Stevens Point Municipal Airport,1110.0,Stevens Point,KSTE,STE,STE, 44.5452003479,-89.530296325684,WI
KSTJ,medium_airport,Rosecrans Memorial Airport,826.0,St Joseph,KSTJ,STJ,STJ, 39.771900177002,-94.909698486328,MO
KSTK,small_airport,Sterling Municipal Airport,4040.0,Sterling,KSTK,STK,STK, 40.61529922,-103.2649994,CO
KSTL,large_airport,St Louis Lambert International Airport,618.0,St Louis,KSTL,STL,STL, 38.748697,-90.370003,MO
KSTP,medium_airport,St Paul Downtown Holman Field,705.0,St Paul,KSTP,STP,STP, 44.93450164794922,-93.05999755859375,MN
KSTS,medium_airport,Charles M. Schulz Sonoma County Airport,128.0,Santa Rosa,KSTS,STS,STS, 38.50899887,-122.8130035,CA
KSUA,small_airport,Witham Field,16.0,Stuart,KSUA,SUA,SUA, 27.18169975,-80.22109985,FL
KSUD,small_airport,Stroud Municipal Airport,900.0,Stroud,KSUD,SUD,SUD, 35.789600372314,-96.655700683594,OK
KSUE,small_airport,Door County Cherryland Airport,725.0,Sturgeon Bay,KSUE,SUE,SUE, 44.84370041,-87.42150116,WI
KSUN,medium_airport,Friedman Memorial Airport,5318.0,Hailey,KSUN,SUN,SUN, 43.50439835,-114.2959976,ID
KSUS,large_airport,Spirit of St Louis Airport,463.0,St Louis,KSUS,SUS,SUS, 38.662101745605,-90.652000427246,MO
KSUU,large_airport,Travis Air Force Base,62.0,Fairfield,KSUU,SUU,SUU, 38.262699127197,-121.92700195312,CA
KSUW,small_airport,Richard I Bong Airport,674.0,Superior,KSUW,SUW,SUW, 46.689701080322,-92.094703674316,WI
KSUX,large_airport,Sioux Gateway Col. Bud Day Field,1098.0,Sioux City,KSUX,SUX,SUX, 42.40259933,-96.38439941,IA
KSVC,small_airport,Grant County Airport,5446.0,Silver City,KSVC,SVC,SVC, 32.63650131225586,-108.15599822998047,NM
KSVE,small_airport,Susanville Municipal Airport,4149.0,Susanville,KSVE,SVE,SVE, 40.375701904297,-120.57299804688,CA
KSVH,small_airport,Statesville Regional Airport,968.0,Statesville,KSVH,SVH,SVH, 35.765300750732,-80.953903198242,NC
KSVN,medium_airport,Hunter Army Air Field,41.0,Savannah,KSVN,SVN,SVN, 32.00999832,-81.14569855,GA
KSWF,medium_airport,Stewart International Airport,491.0,Newburgh,KSWF,SWF,SWF, 41.50410079956055,-74.10479736328125,NY
KSWO,medium_airport,Stillwater Regional Airport,1000.0,Stillwater,KSWO,SWO,SWO, 36.161201477051,-97.08570098877,OK
KSWW,small_airport,Avenger Field,2380.0,Sweetwater,KSWW,SWW,SWW, 32.467399597168,-100.46700286865,TX
KSYI,small_airport,Bomar Field Shelbyville Municipal Airport,801.0,Shelbyville,KSYI,SYI,SYI, 35.56010056,-86.44249725,TN
KSYR,large_airport,Syracuse Hancock International Airport,421.0,Syracuse,KSYR,SYR,SYR, 43.11119842529297,-76.1063003540039,NY
KSYV,small_airport,Sylvester Airport,403.0,Sylvester,KSYV,SYV,SYV, 31.558500289917,-83.895698547363,GA
KSZL,large_airport,Whiteman Air Force Base,870.0,Knob Noster,KSZL,SZL,SZL, 38.73030090332,-93.547897338867,MO
KT03,small_airport,Tuba City Airport,4513.0,Tuba City,KT03,TBC,T03, 36.0928001404,-111.383003235,AZ
KTAD,small_airport,Perry Stokes Airport,5762.0,Trinidad,KTAD,TAD,TAD, 37.2593994141,-104.341003418,CO
KTB,seaplane_base,Thorne Bay Seaplane Base,0.0,Thorne Bay,KTB,KTB,KTB, 55.687999725299996,-132.537002563,AK
KTBN,medium_airport,Waynesville-St. Robert Regional Forney field,1159.0,Fort Leonard Wood,KTBN,TBN,TBN, 37.74160004,-92.14070129,MO
KTBR,small_airport,Statesboro Bulloch County Airport,187.0,Statesboro,KTBR,TBR,TBR, 32.4827003479,-81.73690032959999,GA
KTCC,medium_airport,Tucumcari Municipal Airport,4065.0,Tucumcari,KTCC,TCC,TCC, 35.182800293,-103.602996826,NM
KTCL,medium_airport,Tuscaloosa Regional Airport,170.0,Tuscaloosa,KTCL,TCL,TCL, 33.220600128174,-87.611396789551,AL
KTCM,large_airport,McChord Air Force Base,322.0,Tacoma,KTCM,TCM,TCM, 47.1376991272,-122.475997925,WA
KTCS,medium_airport,Truth Or Consequences Municipal Airport,4853.0,Truth Or Consequences,KTCS,TCS,TCS, 33.2369003296,-107.272003174,NM
KTDO,small_airport,Ed Carlson Memorial Field South Lewis County Airport,374.0,Toledo,KTDO,TDO,TDO, 46.4771995544,-122.805999756,WA
KTDW,small_airport,Tradewind Airport,3649.0,Amarillo,KTDW,TDW,TDW, 35.1698989868,-101.825996399,TX
KTDZ,small_airport,Toledo Executive Airport,623.0,Toledo,KTDZ,TDZ,TDZ, 41.56489944,-83.4822998,OH
KTEB,medium_airport,Teterboro Airport,9.0,Teterboro,KTEB,TEB,TEB, 40.85010147089999,-74.060798645,NJ
KTEX,small_airport,Telluride Regional Airport,9070.0,Telluride,KTEX,TEX,TEX, 37.9538002,-107.9079971,CO
KTHA,small_airport,Tullahoma Regional Arpt/Wm Northern Field,1083.0,Tullahoma,KTHA,THA,THA, 35.38010025,-86.24639893,TN
KTHM,small_airport,Thompson Falls Airport,2467.0,Thompson Falls,KTHM,THM,THM, 47.573501586914,-115.28099822998,MT
KTHV,small_airport,York Airport,495.0,York,KTHV,THV,THV, 39.91699982,-76.8730011,PA
KTIK,large_airport,Tinker Air Force Base,1291.0,Oklahoma City,KTIK,TIK,TIK, 35.414699554443,-97.386596679688,OK
KTIW,medium_airport,Tacoma Narrows Airport,294.0,Tacoma,KTIW,TIW,TIW, 47.26789856,-122.5780029,WA
KTIX,medium_airport,Space Coast Regional Airport,34.0,Titusville,KTIX,TIX,TIX, 28.514799118042,-80.799201965332,FL
KTKX,small_airport,Kennett Memorial Airport,262.0,Kennett,KTKX,KNT,TKX, 36.2258987427,-90.0365982056,MO
KTLH,large_airport,Tallahassee Regional Airport,81.0,Tallahassee,KTLH,TLH,TLH, 30.396499633789062,-84.35030364990234,FL
KTLR,small_airport,Mefford Field,265.0,Tulare,KTLR,TLR,TLR, 36.15629959,-119.3259964,CA
KTMA,small_airport,Henry Tift Myers Airport,355.0,Tifton,KTMA,TMA,TMA, 31.4290008545,-83.4885025024,GA
KTMB,medium_airport,Kendall-Tamiami Executive Airport,8.0,Miami,KTMB,TMB,TMB, 25.6478996277,-80.432800293,FL
KTMK,small_airport,Tillamook Airport,36.0,Tillamook,KTMK,OTK,TMK, 45.4182014465,-123.814002991,OR
KTNP,small_airport,Twentynine Palms Airport,1888.0,Twentynine Palms,KTNP,TNP,TNP, 34.13159943,-115.9459991,CA
KTNT,small_airport,Dade Collier Training and Transition Airport,13.0,Miami,KTNT,TNT,TNT, 25.861799240112,-80.897003173828,FL
KTNU,small_airport,Newton Municipal Airport,953.0,Newton,KTNU,TNU,TNU, 41.67440032959,-93.021697998047,IA
KTNX,small_airport,Tonopah Test Range Airport,5549.0,Tonopah,KTNX,XSD,TNX, 37.7988014221,-116.78099823,NV
KTOA,small_airport,Zamperini Field,103.0,Torrance,KTOA,TOA,TOA, 33.803398132324,-118.33999633789,CA
KTOC,small_airport,Toccoa Airport - R.G. Letourneau Field,996.0,Toccoa,KTOC,TOC,TOC, 34.59379959,-83.29579926,GA
KTOI,medium_airport,Troy Municipal Airport at N Kenneth Campbell Field,398.0,Troy,KTOI,TOI,TOI, 31.860399,-86.012101,AL
KTOL,large_airport,Toledo Express Airport,683.0,Toledo,KTOL,TOL,TOL, 41.58679962,-83.80780029,OH
KTOP,medium_airport,Philip Billard Municipal Airport,881.0,Topeka,KTOP,TOP,TOP, 39.068698883057,-95.622497558594,KS
KTOR,small_airport,Torrington Municipal Airport,4207.0,Torrington,KTOR,TOR,TOR, 42.0644989,-104.1529999,WY
KTPA,large_airport,Tampa International Airport,26.0,Tampa,KTPA,TPA,TPA, 27.975500106811523,-82.533203125,FL
KTPF,small_airport,Peter O Knight Airport,8.0,Tampa,KTPF,TPF,TPF, 27.915599822998,-82.44930267334,FL
KTPH,medium_airport,Tonopah Airport,5430.0,Tonopah,KTPH,TPH,TPH, 38.06019974,-117.086998,NV
KTPL,medium_airport,Draughon Miller Central Texas Regional Airport,682.0,Temple,KTPL,TPL,TPL, 31.15250015258789,-97.40779876708984,TX
KTRI,large_airport,Tri-Cities Regional TN/VA Airport,1519.0,Bristol/Johnson/Kingsport,KTRI,TRI,TRI, 36.475201,-82.407401,TN
KTRK,medium_airport,Truckee Tahoe Airport,5900.0,Truckee,KTRK,TKF,TRK, 39.319999694799996,-120.13999939,CA
KTRL,small_airport,Terrell Municipal Airport,474.0,Terrell,KTRL,TRL,TRL, 32.709201812744,-96.267402648926,TX
KTRM,medium_airport,Jacqueline Cochran Regional Airport,-115.0,Palm Springs,KTRM,TRM,TRM, 33.62670135498,-116.16000366211,CA
KTSP,small_airport,Tehachapi Municipal Airport,4001.0,Tehachapi,KTSP,TSP,TSP, 35.134998321533,-118.43900299072,CA
KTTD,medium_airport,Portland Troutdale Airport,39.0,Portland,KTTD,TTD,TTD, 45.54940032959,-122.40100097656,OR
KTTN,medium_airport,Trenton Mercer Airport,213.0,Trenton,KTTN,TTN,TTN, 40.27669906616211,-74.8134994506836,NJ
KTUL,large_airport,Tulsa International Airport,677.0,Tulsa,KTUL,TUL,TUL, 36.19839859008789,-95.88809967041016,OK
KTUP,medium_airport,Tupelo Regional Airport,346.0,Tupelo,KTUP,TUP,TUP, 34.26810073852539,-88.7698974609375,MS
KTUS,large_airport,Tucson International Airport,2643.0,Tucson,KTUS,TUS,TUS, 32.1161003112793,-110.94100189208984,AZ
KTVC,medium_airport,Cherry Capital Airport,624.0,Traverse City,KTVC,TVC,TVC, 44.74140167236328,-85.58219909667969,MI
KTVF,small_airport,Thief River Falls Regional Airport,1119.0,Thief River Falls,KTVF,TVF,TVF, 48.06570053,-96.18499756,MN
KTVI,small_airport,Thomasville Regional Airport,264.0,Thomasville,KTVI,TVI,TVI, 30.901599884033,-83.881301879883,GA
KTVL,medium_airport,Lake Tahoe Airport,6264.0,South Lake Tahoe,KTVL,TVL,TVL, 38.89390182495117,-119.99500274658203,CA
KTWF,medium_airport,Joslin Field Magic Valley Regional Airport,4154.0,Twin Falls,KTWF,TWF,TWF, 42.4818,-114.487999,ID
KTXK,medium_airport,Texarkana Regional Webb Field,390.0,Texarkana,KTXK,TXK,TXK, 33.45370101928711,-93.99099731445312,AR
KTYL,small_airport,Taylor Airport,5823.0,Taylor,KTYL,TYZ,TYL, 34.45280075,-110.1149979,AZ
KTYR,medium_airport,Tyler Pounds Regional Airport,544.0,Tyler,KTYR,TYR,TYR, 32.35409927368164,-95.40239715576172,TX
KTYS,large_airport,McGhee Tyson Airport,981.0,Knoxville,KTYS,TYS,TYS, 35.81100082,-83.9940033,TN
KU07,small_airport,Bullfrog Basin Airport,4167.0,Glen Canyon Natl Rec Area,U07,BFG,U07, 37.54579926,-110.7129974,UT
KU14,small_airport,Nephi Municipal Airport,5022.0,Nephi,U14,NPH,U14, 39.73880005,-111.8720016,UT
KU34,small_airport,Green River Municipal Airport,4225.0,Green River,KU34,RVR,U34, 38.9613990784,-110.226997375,UT
KU55,small_airport,Panguitch Municipal Airport,6763.0,Panguitch,U55,PNU,U55, 37.84519958,-112.3919983,UT
KU70,small_airport,Cascade Airport,4742.0,Cascade,KU70,ICS,U70, 44.4938011169,-116.01599884,ID
KUBS,small_airport,Columbus Lowndes County Airport,188.0,Columbus,KUBS,UBS,UBS, 33.4654006958,-88.3803024292,MS
KUCA,closed,Oneida County Airport,742.0,Utica,KUCA,UCA,UCA, 43.14509963989258,-75.38390350341797,NY
KUCY,small_airport,Everett-Stewart Regional Airport,336.0,Union City,KUCY,UCY,UCY, 36.38180161,-88.98539734,TN
KUDD,small_airport,Bermuda Dunes Airport,73.0,Palm Springs,KUDD,UDD,UDD, 33.748401641846,-116.27500152588,CA
KUES,small_airport,Waukesha County Airport,911.0,Waukesha,KUES,UES,UES, 43.041000366211,-88.237098693848,WI
KUGN,small_airport,Waukegan National Airport,727.0,Chicago/Waukegan,KUGN,UGN,UGN, 42.422199249268,-87.867897033691,IL
KUIL,small_airport,Quillayute Airport,194.0,Quillayute,KUIL,UIL,UIL, 47.936599731445,-124.56300354004,WA
KUIN,medium_airport,Quincy Regional Baldwin Field,768.0,Quincy,KUIN,UIN,UIN, 39.94269943,-91.19460297,IL
KUIZ,closed,Berz-Macomb Airport,610.0,,KUIZ,UIZ,UIZ, 42.66389846801758,-82.96540069580078,MI
KUKF,small_airport,Wilkes County Airport,1301.0,North Wilkesboro,KUKF,IKB,UKF, 36.2228012085,-81.09829711910001,NC
KUKI,medium_airport,Ukiah Municipal Airport,614.0,Ukiah,KUKI,UKI,UKI, 39.125999450684,-123.20099639893,CA
KUKT,small_airport,Quakertown Airport,526.0,Quakertown,KUKT,UKT,UKT, 40.435199737549,-75.381896972656,PA
KULM,small_airport,New Ulm Municipal Airport,1011.0,New Ulm,KULM,ULM,ULM, 44.319599151611,-94.502296447754,MN
KUNI,small_airport,Ohio University Snyder Field,766.0,Athens/Albany,KUNI,ATO,UNI, 39.2109985352,-82.23139953610001,OH
KUNU,small_airport,Dodge County Airport,934.0,Juneau,KUNU,UNU,UNU, 43.42660141,-88.70320129,WI
KUNV,medium_airport,University Park Airport,1239.0,State College,KUNV,SCE,UNV, 40.8493003845,-77.84870147710001,PA
KUOS,small_airport,Franklin County Airport,1953.0,Sewanee,KUOS,UOS,UOS, 35.205101013184,-85.898101806641,TN
KUOX,medium_airport,University Oxford Airport,452.0,Oxford,KUOX,UOX,UOX, 34.384300231934,-89.536796569824,MS
KUTA,small_airport,Tunica Municipal Airport,194.0,Tunica,KUTA,UTM,UTA, 34.680999755859,-90.346702575684,MS
KUTS,medium_airport,Huntsville Regional Airport,363.0,Huntsville,KUTS,HTV,UTS, 30.7469005585,-95.5871963501,TX
KUUU,small_airport,Newport State Airport,172.0,Newport,KUUU,NPT,UUU, 41.5323982239,-71.28150177,RI
KUVA,small_airport,Garner Field,942.0,Uvalde,KUVA,UVA,UVA, 29.2112998962,-99.743598938,TX
KUZA,small_airport,Rock Hill - York County Airport,666.0,Rock Hill,KUZA,RKH,UZA, 34.9878006,-81.05719757,SC
KVAD,medium_airport,Moody Air Force Base,233.0,Valdosta,KVAD,VAD,VAD, 30.9678001404,-83.1930007935,GA
KVAY,small_airport,South Jersey Regional Airport,53.0,Mount Holly,KVAY,LLY,VAY, 39.942901611299995,-74.845703125,NJ
KVBG,large_airport,Vandenberg Air Force Base,369.0,Lompoc,KVBG,VBG,VBG, 34.7373008728,-120.583999634,CA
KVCT,medium_airport,Victoria Regional Airport,115.0,Victoria,KVCT,VCT,VCT, 28.85260009765625,-96.91850280761719,TX
KVCV,small_airport,Southern California Logistics Airport,2885.0,Victorville,KVCV,VCV,VCV, 34.597499847399995,-117.383003235,CA
KVDI,small_airport,Vidalia Regional Airport,275.0,Vidalia,KVDI,VDI,VDI, 32.192699432373,-82.371200561523,GA
KVEL,medium_airport,Vernal Regional Airport,5278.0,Vernal,KVEL,VEL,VEL, 40.4408989,-109.5100021,UT
KVGT,medium_airport,North Las Vegas Airport,2205.0,Las Vegas,KVGT,VGT,VGT, 36.21070098877,-115.19400024414,NV
KVHN,small_airport,Culberson County Airport,3957.0,Van Horn,KVHN,VHN,VHN, 31.057800292969,-104.78399658203,TX
KVIH,small_airport,Rolla National Airport,1148.0,Rolla/Vichy,KVIH,VIH,VIH, 38.1273994446,-91.7695007324,MO
KVIS,small_airport,Visalia Municipal Airport,295.0,Visalia,KVIS,VIS,VIS, 36.3186988831,-119.392997742,CA
KVJI,small_airport,Virginia Highlands Airport,2087.0,Abingdon,KVJI,VJI,VJI, 36.687099456787,-82.033302307129,VA
KVKS,small_airport,Vicksburg Municipal Airport,106.0,Vicksburg,KVKS,VKS,VKS, 32.23929977417,-90.928398132324,MS
KVLA,small_airport,Vandalia Municipal Airport,537.0,Vandalia,KVLA,VLA,VLA, 38.991500854492,-89.166198730469,IL
KVLD,medium_airport,Valdosta Regional Airport,203.0,Valdosta,KVLD,VLD,VLD, 30.782499313354492,-83.27670288085938,GA
KVNC,small_airport,Venice Municipal Airport,18.0,Venice,KVNC,VNC,VNC, 27.071599960327,-82.440299987793,FL
KVNY,medium_airport,Van Nuys Airport,802.0,Van Nuys,KVNY,VNY,VNY, 34.209800720215,-118.48999786377,CA
KVOK,medium_airport,Volk Field,912.0,Camp Douglas,KVOK,VOK,VOK, 43.938999176025,-90.253402709961,WI
KVPS,large_airport,Destin-Ft Walton Beach Airport,87.0,Valparaiso,KVPS,VPS,VPS, 30.4832,-86.525398,FL
KVPZ,medium_airport,Porter County Municipal Airport,770.0,Valparaiso,KVPZ,VPZ,VPZ, 41.45399857,-87.00710297,IN
KVQQ,small_airport,Cecil Airport,81.0,Jacksonville,KVQQ,VQQ,VQQ, 30.2187004089,-81.876701355,FL
KVRB,medium_airport,Vero Beach Regional Airport,24.0,Vero Beach,KVRB,VRB,VRB, 27.6556,-80.417901,FL
KVSF,small_airport,Hartness State (Springfield) Airport,577.0,Springfield,KVSF,VSF,VSF, 43.34360123,-72.51730347,VT
KVTN,medium_airport,Miller Field,2596.0,Valentine,KVTN,VTN,VTN, 42.85779953,-100.5479965,NE
KVYS,small_airport,Illinois Valley Regional Airport-Walter A Duncan Field,654.0,Peru,KVYS,VYS,VYS, 41.351898,-89.153099,IL
KW05,small_airport,Gettysburg Regional Airport,590.0,Gettysburg,W05,GTY,W05, 39.84090042,-77.27420044,PA
KW28,small_airport,Sequim Valley Airport,144.0,Sequim,W28,SQV,W28, 48.098098754883,-123.18699645996,WA
KW99,small_airport,Grant County Airport,963.0,Petersburg,W99,PGC,W99, 38.9948997498,-79.1458969116,WV
KWAL,small_airport,Wallops Flight Facility Airport,40.0,Wallops Island,KWAL,WAL,WAL, 37.9402008057,-75.4664001465,VA
KWAY,small_airport,Greene County Airport,1069.0,Waynesburg,KWAY,WAY,WAY, 39.90010071,-80.13310242,PA
KWBW,small_airport,Wilkes Barre Wyoming Valley Airport,545.0,Wilkes-Barre,KWBW,WBW,WBW, 41.2971992493,-75.8511962891,PA
KWDG,small_airport,Enid Woodring Regional Airport,1167.0,Enid,KWDG,WDG,WDG, 36.3791999817,-97.7910995483,OK
KWDR,small_airport,Barrow County Airport,943.0,Winder,KWDR,WDR,WDR, 33.98289871,-83.66739655,GA
KWF,seaplane_base,Waterfall Seaplane Base,,Waterfall,KWF,KWF,KWF, 55.296298980699994,-133.242996216,AK
KWHP,small_airport,Whiteman Airport,1003.0,Los Angeles,KWHP,WHP,WHP, 34.2593002319,-118.413002014,CA
KWJF,medium_airport,General WM J Fox Airfield,2351.0,Lancaster,KWJF,WJF,WJF, 34.74110031,-118.2190018,CA
KWLD,small_airport,Strother Field,1160.0,Winfield/Arkansas City,KWLD,WLD,WLD, 37.168598175,-97.0375976562,KS
KWLW,small_airport,Willows Glenn County Airport,141.0,Willows,KWLW,WLW,WLW, 39.51639938,-122.2180023,CA
KWMC,medium_airport,Winnemucca Municipal Airport,4308.0,Winnemucca,KWMC,WMC,WMC, 40.8965988159,-117.805999756,NV
KWP,seaplane_base,West Point Village Seaplane Base,,West Point,KWP,KWP,KWP, 57.770099639899996,-153.548995972,AK
KWRB,large_airport,Robins Air Force Base,294.0,Warner Robins,KWRB,WRB,WRB, 32.6400985718,-83.5919036865,GA
KWRI,medium_airport,Mc Guire Air Force Base,131.0,Wrightstown,KWRI,WRI,WRI, 40.0155983,-74.59169769,NJ
KWRL,medium_airport,Worland Municipal Airport,4227.0,Worland,KWRL,WRL,WRL, 43.9656982421875,-107.95099639892578,WY
KWSD,small_airport,Condron Army Air Field,3934.0,White Sands,KWSD,WSD,WSD, 32.34149933,-106.4029999,NM
KWST,small_airport,Westerly State Airport,81.0,Westerly,KWST,WST,WST, 41.3496017456,-71.8033981323,RI
KWVI,small_airport,Watsonville Municipal Airport,163.0,Watsonville,KWVI,WVI,WVI, 36.9356994629,-121.790000916,CA
KWVL,small_airport,Waterville Robert Lafleur Airport,333.0,Waterville,KWVL,WVL,WVL, 44.5331993103,-69.6754989624,ME
KWWD,medium_airport,Cape May County Airport,23.0,Wildwood,KWWD,WWD,WWD, 39.008499145500004,-74.9083023071,NJ
KWWR,medium_airport,West Woodward Airport,2189.0,Woodward,KWWR,WWR,WWR, 36.438,-99.5226667,OK
KWYS,medium_airport,Yellowstone Airport,6649.0,West Yellowstone,KWYS,WYS,WYS, 44.68840027,-111.1179962,MT
KX39,small_airport,Tampa North Aero Park Airport,68.0,Tampa,X39,KYO,X39, 28.2213001251,-82.37449646,FL
KXA,seaplane_base,Kasaan Seaplane Base,,Kasaan,KXA,KXA,KXA, 55.537399292,-132.397994995,AK
KXNA,medium_airport,Northwest Arkansas Regional Airport,1287.0,Fayetteville/Springdale/Rogers,KXNA,XNA,XNA, 36.281898,-94.306801,AR
KYIP,medium_airport,Willow Run Airport,716.0,Detroit,KYIP,YIP,YIP, 42.23789978,-83.53040314,MI
KYKM,medium_airport,Yakima Air Terminal McAllister Field,1099.0,Yakima,KYKM,YKM,YKM, 46.56819916,-120.5439987,WA
KYKN,medium_airport,Chan Gurney Municipal Airport,1306.0,Yankton,KYKN,YKN,YKN, 42.916698455811,-97.385902404785,SD
KYL,closed,Port Largo Airport,4.0,Key Largo,,KYL,, 25.09334,-80.42992,FL
KYNG,medium_airport,Youngstown Warren Regional Airport,1192.0,Youngstown/Warren,KYNG,YNG,YNG, 41.26070023,-80.67910004,OH
KZB,seaplane_base,Zachar Bay Seaplane Base,,Zachar Bay,,KZB,KZB, 57.553001,-153.746052,AK
KZPH,small_airport,Zephyrhills Municipal Airport,90.0,Zephyrhills,KZPH,ZPH,ZPH, 28.2282009125,-82.15589904790001,FL
KZZV,medium_airport,Zanesville Municipal Airport,900.0,Zanesville,KZZV,ZZV,ZZV, 39.9444007874,-81.89209747310001,OH
LOR,heliport,Lowe AHP (Fort Rucker) Heliport,294.0,Fort Rucker Ozark,KLOR,LOR,LOR, 31.35580063,-85.75119781,AL
LRO,closed,Sharpe AAF,55.0,Lathrop,,LRO,, 37.837916666699996,-121.272805556,CA
LTH,closed,Lathrop Wells Airport / Jackass Aeropark,2650.0,Amargosa Valley,,LTH,U75, 36.6342,-116.4135,NV
M26,small_airport,Drummond Airport,4245.0,Drummond,KDRU,DRU,M26, 46.6208,-113.205002,MT
MA53,small_airport,Ware Airport,483.0,Ware,MA53,UWA,MA53, 42.282001495361,-72.214797973633,MA
MDR,small_airport,Medfra Airport,435.0,Medfra,,MDR,, 63.1060198183,-154.719429016,AK
ME16,small_airport,Loring International Airport,746.0,Limestone,ME16,LIZ,ME16, 46.950401,-67.885902,ME
MGI,closed,Matagorda Island Air Force Base,7.0,Matagorda Island,,MGI,, 28.323,-96.464,TX
MHN,small_airport,Hooker County Airport,3260.0,Mullen,KMHN,MHN,84NE, 42.042155,-101.059113,NE
MTF,small_airport,Metro Field,432.0,Fairbanks,MTF,MTX,MTF, 64.80680084229999,-147.761993408,AK
MXC,small_airport,Monticello Airport,6966.0,Monticello,,MXC,U64, 37.93243,-109.341225,UT
MYK,small_airport,May Creek Airport,1650.0,May Creek,MYK,MYK,MYK, 61.3357009888,-142.68699646,AK
N04,closed,Griswold Airport,15.0,Madison,N04,MPE,N04, 41.2711982727,-72.549697876,CT
NE69,small_airport,Browns Airport,1183.0,Weeping Water,NE69,EPG,NE69, 40.8675003052,-96.1100006104,NE
NM83,small_airport,Industrial Airpark,3707.0,Hobbs,NM83,HBB,NM83, 32.7668,-103.209,NM
NRC,closed,NASA Crows Landing Airport,166.0,Crows Landing,KNRC,NRC,NRC, 37.408000946045,-121.10900115967,CA
NV11,small_airport,Yucca Airstrip,3919.0,Mercury,NV11,UCC,NV11, 36.94580078125,-116.03800201416,NV
O19,small_airport,Kneeland Airport,2737.0,Eureka,O19,NLN,O19, 40.719299316406,-123.92800140381,CA
O62,closed,Carmel Valley,,,,O62,, 36.4814843441,-121.72911644,CA
O85,small_airport,Benton Field,719.0,Redding,O85,BZF,O85, 40.5749015808,-122.407997131,CA
